trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,stop_headsign,pickup_type,drop_off_type,timepoint
320372:423271:430206,16:15:00,16:15:00,1121,1,0,,0,0,1
320372:423271:430206,16:15:00,16:15:00,1189,2,385,,0,0,0
320372:423271:430206,16:16:00,16:16:00,1190,3,576,,0,0,0
320372:423271:430206,16:16:00,16:16:00,1439,4,818,,0,0,0
320372:423271:430206,16:17:00,16:17:00,1206,5,1106,,0,0,0
320372:423271:430206,16:18:00,16:18:00,1194,6,1307,,0,0,0
320372:423271:430206,16:18:00,16:18:00,1195,7,1500,,0,0,0
320372:423271:430206,16:20:00,16:20:00,1207,8,1762,,0,0,1
320372:423271:430206,16:20:00,16:20:00,1208,9,2019,,0,0,0
320372:423271:430206,16:20:00,16:20:00,1209,10,2183,,0,0,0
320372:423271:430206,16:21:00,16:21:00,1864,11,2584,,0,0,0
320372:423271:430206,16:22:00,16:22:00,1865,12,2809,,0,0,0
320372:423271:430206,16:22:00,16:22:00,1866,13,3223,,0,0,0
320372:423271:430206,16:23:00,16:23:00,1220,14,3535,,0,0,0
320372:423271:430206,16:26:00,16:30:00,1222,15,4415,,0,0,1
320372:423271:430206,16:30:00,16:30:00,1223,16,4560,,0,0,0
320372:423271:430206,16:31:00,16:31:00,1224,17,5060,,0,0,0
320372:423271:430206,16:32:00,16:32:00,1867,18,5420,,0,0,0
320372:423271:430206,16:33:00,16:33:00,1226,19,5782,,0,0,0
320372:423271:430206,16:34:00,16:34:00,1227,20,6237,,0,0,0
320372:423271:430206,16:35:00,16:35:00,1228,21,6839,,0,0,0
320372:423271:430206,16:36:00,16:36:00,1229,22,7184,,0,0,0
320372:423271:430206,16:37:00,16:37:00,1230,23,7675,,0,0,0
320372:423271:430206,16:40:00,16:40:00,1231,24,8285,,0,0,1
320039:423272:426689,06:30:00,06:30:00,1231,1,0,,0,0,1
320039:423272:426689,06:31:00,06:31:00,1232,2,530,,0,0,0
320039:423272:426689,06:32:00,06:32:00,1703,3,1331,,0,0,0
320039:423272:426689,06:33:00,06:33:00,1570,4,1678,,0,0,0
320039:423272:426689,06:34:00,06:34:00,1571,5,2123,,0,0,0
320039:423272:426689,06:36:00,06:36:00,1572,6,2379,,0,0,1
320039:423272:426689,06:36:00,06:36:00,1573,7,2691,,0,0,0
320039:423272:426689,06:37:00,06:37:00,1574,8,2825,,0,0,0
320039:423272:426689,06:37:00,06:37:00,1575,9,2972,,0,0,0
320039:423272:426689,06:38:00,06:38:00,1576,10,3306,,0,0,0
320039:423272:426689,06:39:00,06:39:00,1830,11,3720,,0,0,0
320039:423272:426689,06:40:00,06:40:00,1827,12,3903,,0,0,0
320039:423272:426689,06:42:00,06:42:00,1019,13,4218,,0,0,1
318616:423277:428678,21:23:00,21:23:00,1390,1,0,,0,0,1
318616:423277:430215,21:23:00,21:23:00,1390,1,0,,0,0,1
318616:423277:428678,21:23:00,21:23:00,1391,2,206,,0,0,0
318616:423277:430215,21:23:00,21:23:00,1391,2,206,,0,0,0
318616:423277:428678,21:23:00,21:23:00,1392,3,442,,0,0,0
318616:423277:430215,21:23:00,21:23:00,1392,3,442,,0,0,0
318616:423277:428678,21:24:00,21:24:00,1393,4,1025,,0,0,0
318616:423277:430215,21:24:00,21:24:00,1393,4,1025,,0,0,0
318616:423277:428678,21:24:00,21:24:00,1394,5,1248,,0,0,0
318616:423277:430215,21:24:00,21:24:00,1394,5,1248,,0,0,0
318616:423277:428678,21:25:00,21:25:00,1396,6,1665,,0,0,0
318616:423277:430215,21:25:00,21:25:00,1396,6,1665,,0,0,0
318616:423277:428678,21:25:00,21:25:00,1397,7,1889,,0,0,0
318616:423277:430215,21:25:00,21:25:00,1397,7,1889,,0,0,0
318616:423277:428678,21:26:00,21:26:00,1398,8,2197,,0,0,0
318616:423277:430215,21:26:00,21:26:00,1398,8,2197,,0,0,0
318616:423277:428678,21:26:00,21:26:00,1399,9,2340,,0,0,0
318616:423277:430215,21:26:00,21:26:00,1399,9,2340,,0,0,0
318616:423277:428678,21:26:00,21:26:00,1400,10,2588,,0,0,0
318616:423277:430215,21:26:00,21:26:00,1400,10,2588,,0,0,0
318616:423277:428678,21:27:00,21:27:00,1401,11,2915,,0,0,0
318616:423277:430215,21:27:00,21:27:00,1401,11,2915,,0,0,0
318616:423277:428678,21:27:00,21:27:00,1402,12,3244,,0,0,0
318616:423277:430215,21:27:00,21:27:00,1402,12,3244,,0,0,0
318616:423277:428678,21:28:00,21:28:00,1422,13,3783,,0,0,0
318616:423277:430215,21:28:00,21:28:00,1422,13,3783,,0,0,0
318616:423277:428678,21:30:00,21:30:00,1423,14,4032,,0,0,1
318616:423277:430215,21:30:00,21:30:00,1423,14,4032,,0,0,1
318616:423277:428678,21:31:00,21:31:00,1425,15,4593,,0,0,0
318616:423277:430215,21:31:00,21:31:00,1425,15,4593,,0,0,0
318616:423277:428678,21:32:00,21:32:00,1426,16,4743,,0,0,1
318616:423277:430215,21:32:00,21:32:00,1426,16,4743,,0,0,1
318616:423277:428678,21:32:00,21:32:00,1428,17,5034,,0,0,0
318616:423277:430215,21:32:00,21:32:00,1428,17,5034,,0,0,0
318616:423277:428678,21:33:00,21:33:00,1429,18,5192,,0,0,0
318616:423277:430215,21:33:00,21:33:00,1429,18,5192,,0,0,0
318616:423277:428678,21:33:00,21:33:00,1430,19,5387,,0,0,0
318616:423277:430215,21:33:00,21:33:00,1430,19,5387,,0,0,0
318616:423277:428678,21:34:00,21:34:00,1431,20,5698,,0,0,0
318616:423277:430215,21:34:00,21:34:00,1431,20,5698,,0,0,0
318616:423277:428678,21:34:00,21:34:00,1432,21,5835,,0,0,0
318616:423277:430215,21:34:00,21:34:00,1432,21,5835,,0,0,0
318616:423277:428678,21:35:00,21:35:00,1433,22,5959,,0,0,0
318616:423277:430215,21:35:00,21:35:00,1433,22,5959,,0,0,0
318616:423277:428678,21:35:00,21:35:00,1434,23,6139,,0,0,0
318616:423277:430215,21:35:00,21:35:00,1434,23,6139,,0,0,0
318616:423277:428678,21:36:00,21:36:00,1435,24,6388,,0,0,0
318616:423277:430215,21:36:00,21:36:00,1435,24,6388,,0,0,0
318616:423277:428678,21:36:00,21:36:00,1436,25,6629,,0,0,0
318616:423277:430215,21:36:00,21:36:00,1436,25,6629,,0,0,0
318616:423277:428678,21:37:00,21:37:00,1437,26,6944,,0,0,0
318616:423277:430215,21:37:00,21:37:00,1437,26,6944,,0,0,0
318616:423277:428678,21:38:00,21:38:00,1438,27,7267,,0,0,0
318616:423277:430215,21:38:00,21:38:00,1438,27,7267,,0,0,0
318616:423277:428678,21:39:00,21:39:00,1818,28,7678,,0,0,0
318616:423277:430215,21:39:00,21:39:00,1818,28,7678,,0,0,0
318616:423277:428678,21:42:00,21:42:00,1121,29,8009,,0,0,1
318616:423277:430215,21:42:00,21:42:00,1121,29,8009,,0,0,1
319841:423278:428720,06:45:00,06:45:00,1231,1,0,,0,0,1
319841:423278:430162,06:45:00,06:45:00,1231,1,0,,0,0,1
319841:423278:428720,06:46:00,06:46:00,1232,2,530,,0,0,0
319841:423278:430162,06:46:00,06:46:00,1232,2,530,,0,0,0
319841:423278:428720,06:47:00,06:47:00,1233,3,1091,,0,0,0
319841:423278:430162,06:47:00,06:47:00,1233,3,1091,,0,0,0
319841:423278:428720,06:47:00,06:47:00,1234,4,1334,,0,0,0
319841:423278:430162,06:47:00,06:47:00,1234,4,1334,,0,0,0
319841:423278:428720,06:48:00,06:48:00,1235,5,1550,,0,0,0
319841:423278:430162,06:48:00,06:48:00,1235,5,1550,,0,0,0
319841:423278:428720,06:48:00,06:48:00,1236,6,1777,,0,0,0
319841:423278:430162,06:48:00,06:48:00,1236,6,1777,,0,0,0
319841:423278:428720,06:48:00,06:48:00,1237,7,1937,,0,0,0
319841:423278:430162,06:48:00,06:48:00,1237,7,1937,,0,0,0
319841:423278:428720,06:49:00,06:49:00,1238,8,2077,,0,0,0
319841:423278:430162,06:49:00,06:49:00,1238,8,2077,,0,0,0
319841:423278:428720,06:49:00,06:49:00,1239,9,2330,,0,0,0
319841:423278:430162,06:49:00,06:49:00,1239,9,2330,,0,0,0
319841:423278:428720,06:50:00,06:50:00,1241,10,2675,,0,0,0
319841:423278:430162,06:50:00,06:50:00,1241,10,2675,,0,0,0
319841:423278:428720,06:50:00,06:50:00,1259,11,2851,,0,0,0
319841:423278:430162,06:50:00,06:50:00,1259,11,2851,,0,0,0
319841:423278:428720,06:52:00,06:52:00,1260,12,3039,,0,0,1
319841:423278:430162,06:52:00,06:52:00,1260,12,3039,,0,0,1
319841:423278:428720,06:52:00,06:52:00,1261,13,3325,,0,0,0
319841:423278:430162,06:52:00,06:52:00,1261,13,3325,,0,0,0
319841:423278:428720,06:53:00,06:53:00,1262,14,3631,,0,0,0
319841:423278:430162,06:53:00,06:53:00,1262,14,3631,,0,0,0
319841:423278:428720,06:54:00,06:54:00,1263,15,3961,,0,0,0
319841:423278:430162,06:54:00,06:54:00,1263,15,3961,,0,0,0
319841:423278:428720,06:54:00,06:54:00,1264,16,4091,,0,0,0
319841:423278:430162,06:54:00,06:54:00,1264,16,4091,,0,0,0
319841:423278:428720,06:55:00,06:55:00,1265,17,4288,,0,0,0
319841:423278:430162,06:55:00,06:55:00,1265,17,4288,,0,0,0
319841:423278:428720,06:55:00,06:55:00,1266,18,4613,,0,0,0
319841:423278:430162,06:55:00,06:55:00,1266,18,4613,,0,0,0
319841:423278:428720,06:56:00,06:56:00,1267,19,4967,,0,0,0
319841:423278:430162,06:56:00,06:56:00,1267,19,4967,,0,0,0
319841:423278:428720,06:57:00,06:57:00,1268,20,5252,,0,0,0
319841:423278:430162,06:57:00,06:57:00,1268,20,5252,,0,0,0
319841:423278:428720,06:59:00,06:59:00,1269,21,5395,,0,0,1
319841:423278:430162,06:59:00,06:59:00,1269,21,5395,,0,0,1
320616:423282:430187,13:56:00,13:56:00,1522,1,0,,0,0,1
320616:423282:430187,14:01:00,14:01:00,1525,2,2606,,0,0,0
320616:423282:430187,14:02:00,14:02:00,1526,3,2851,,0,0,0
320616:423282:430187,14:02:00,14:02:00,1527,4,3147,,0,0,0
320616:423282:430187,14:03:00,14:03:00,1528,5,3318,,0,0,0
320616:423282:430187,14:03:00,14:03:00,1530,6,3656,,0,0,0
320616:423282:430187,14:06:00,14:06:00,1531,7,3974,,0,0,1
320616:423282:430187,14:06:00,14:06:00,1533,8,4287,,0,0,0
320616:423282:430187,14:07:00,14:07:00,1535,9,4753,,0,0,0
320616:423282:430187,14:08:00,14:08:00,1536,10,5224,,0,0,0
320616:423282:430187,14:09:00,14:09:00,1537,11,5546,,0,0,0
320616:423282:430187,14:10:00,14:10:00,1091,12,6009,,0,0,0
320616:423282:430187,14:12:00,14:12:00,1019,13,6475,,0,0,1
322431:423283:430203,10:53:00,10:53:00,1019,1,0,,0,0,1
322431:423283:430203,10:53:00,10:53:00,1492,2,405,,0,0,0
322431:423283:430203,10:54:00,10:54:00,1493,3,582,,0,0,0
322431:423283:430203,10:54:00,10:54:00,1494,4,828,,0,0,0
322431:423283:430203,10:55:00,10:55:00,1496,5,1215,,0,0,0
322431:423283:430203,10:55:00,10:55:00,1497,6,1394,,0,0,0
322431:423283:430203,10:56:00,10:56:00,1498,7,1803,,0,0,0
322431:423283:430203,10:56:00,10:56:00,1500,8,2118,,0,0,0
322431:423283:430203,10:57:00,10:57:00,1501,9,2383,,0,0,0
322431:423283:430203,10:59:00,10:59:00,1278,10,2759,,0,0,1
322431:423283:430203,10:59:00,10:59:00,1504,11,3132,,0,0,0
322431:423283:430203,11:00:00,11:00:00,1505,12,3402,,0,0,0
322431:423283:430203,11:01:00,11:01:00,1506,13,3695,,0,0,0
322431:423283:430203,11:01:00,11:01:00,1260,14,3926,,0,0,0
322431:423283:430203,11:02:00,11:02:00,1507,15,4215,,0,0,0
322431:423283:430203,11:02:00,11:02:00,1508,16,4541,,0,0,0
322431:423283:430203,11:03:00,11:03:00,1511,17,4937,,0,0,0
322431:423283:430203,11:04:00,11:04:00,1512,18,5362,,0,0,0
322431:423283:430203,11:06:00,11:06:00,1514,19,6052,,0,0,0
322431:423283:430203,11:08:00,11:08:00,1515,20,6271,,0,0,1
322431:423283:430203,11:10:00,11:10:00,1862,21,7979,,0,0,0
322431:423283:430203,11:12:00,11:12:00,1518,22,8487,,0,0,1
322431:423283:430203,11:12:00,11:12:00,1870,23,9116,,0,0,0
322431:423283:430203,11:13:00,11:13:00,1519,24,9369,,0,0,0
322431:423283:430203,11:13:00,11:13:00,1521,25,9630,,0,0,0
322431:423283:430203,11:17:00,11:17:00,1522,26,11366,,0,0,1
322112:423287:428688,10:49:00,10:49:00,1336,1,0,,0,0,1
322112:423287:428688,10:49:00,10:49:00,1338,2,370,,0,0,0
322112:423287:428688,10:50:00,10:50:00,1339,3,642,,0,0,0
322112:423287:428688,10:50:00,10:50:00,1341,4,934,,0,0,0
322112:423287:428688,10:51:00,10:51:00,1343,5,1326,,0,0,0
322112:423287:428688,10:53:00,10:53:00,1347,6,1727,,0,0,1
322112:423287:428688,10:53:00,10:53:00,1348,7,1961,,0,0,0
322112:423287:428688,10:54:00,10:54:00,1349,8,2191,,0,0,0
322112:423287:428688,10:54:00,10:54:00,1350,9,2376,,0,0,0
322112:423287:428688,10:55:00,10:55:00,1351,10,2628,,0,0,0
322112:423287:428688,10:56:00,10:56:00,1352,11,2870,,0,0,1
322112:423287:428688,10:56:00,10:56:00,1353,12,3219,,0,0,0
322112:423287:428688,10:57:00,10:57:00,1354,13,3433,,0,0,0
322112:423287:428688,10:57:00,10:57:00,1818,14,3614,,0,0,0
322112:423287:428688,10:59:00,10:59:00,1121,15,3945,,0,0,1
318496:423289:428687,19:52:00,19:52:00,1423,1,0,,0,0,1
318496:423289:428687,19:53:00,19:53:00,1405,2,594,,0,0,0
318496:423289:428687,19:53:00,19:53:00,1406,3,812,,0,0,0
318496:423289:428687,19:54:00,19:54:00,1407,4,996,,0,0,0
318496:423289:428687,19:54:00,19:54:00,1408,5,1223,,0,0,0
318496:423289:428687,19:56:00,19:56:00,1451,6,1973,,0,0,0
318496:423289:428687,19:56:00,19:56:00,1452,7,2165,,0,0,0
318496:423289:428687,19:57:00,19:57:00,1453,8,2431,,0,0,0
318496:423289:428687,19:59:00,19:59:00,1454,9,2739,,0,0,1
318496:423289:428687,19:59:00,19:59:00,1455,10,3130,,0,0,0
318496:423289:428687,20:00:00,20:00:00,1456,11,3355,,0,0,0
318496:423289:428687,20:00:00,20:00:00,1457,12,3764,,0,0,0
318496:423289:428687,20:01:00,20:01:00,1458,13,4035,,0,0,0
318496:423289:428687,20:01:00,20:01:00,1459,14,4365,,0,0,0
318496:423289:428687,20:02:00,20:02:00,1304,15,4796,,0,0,0
318496:423289:428687,20:02:00,20:02:00,1305,16,4977,,0,0,0
318496:423289:428687,20:04:00,20:04:00,1306,17,5222,,0,0,1
318496:423289:428687,20:04:00,20:04:00,1307,18,5410,,0,0,0
318496:423289:428687,20:04:00,20:04:00,1308,19,5620,,0,0,0
318496:423289:428687,20:05:00,20:05:00,1309,20,5842,,0,0,0
318496:423289:428687,20:05:00,20:05:00,1310,21,6031,,0,0,0
318496:423289:428687,20:05:00,20:05:00,1857,22,6225,,0,0,0
318496:423289:428687,20:06:00,20:06:00,1120,23,6702,,0,0,0
318496:423289:428687,20:08:00,20:08:00,1121,24,7001,,0,0,1
322183:423291:430205,18:15:00,18:15:00,1231,1,0,,0,0,1
322183:423291:430205,18:16:00,18:16:00,1288,2,633,,0,0,0
322183:423291:430205,18:16:00,18:16:00,1823,3,980,,0,0,0
322183:423291:430205,18:17:00,18:17:00,1824,4,1443,,0,0,0
322183:423291:430205,18:18:00,18:18:00,1290,5,2006,,0,0,0
322183:423291:430205,18:19:00,18:19:00,1291,6,2432,,0,0,0
322183:423291:430205,18:20:00,18:20:00,1833,7,2937,,0,0,0
322183:423291:430205,18:23:00,18:23:00,1292,8,3471,,0,0,1
322183:423291:430205,18:24:00,18:24:00,1293,9,4226,,0,0,0
322183:423291:430205,18:27:00,18:29:00,1222,10,4858,,0,0,1
322183:423291:430205,18:29:00,18:29:00,1223,11,5003,,0,0,0
322183:423291:430205,18:30:00,18:30:00,1294,12,5668,,0,0,0
322183:423291:430205,18:31:00,18:31:00,1457,13,5990,,0,0,0
322183:423291:430205,18:31:00,18:31:00,1458,14,6261,,0,0,0
322183:423291:430205,18:32:00,18:32:00,1459,15,6591,,0,0,0
322183:423291:430205,18:32:00,18:32:00,1304,16,7022,,0,0,0
322183:423291:430205,18:33:00,18:33:00,1305,17,7203,,0,0,0
322183:423291:430205,18:33:00,18:33:00,1846,18,7424,,0,0,0
322183:423291:430205,18:35:00,18:35:00,1115,19,7650,,0,0,1
322183:423291:430205,18:35:00,18:35:00,1116,20,7891,,0,0,0
322183:423291:430205,18:36:00,18:36:00,1844,21,8218,,0,0,0
322183:423291:430205,18:37:00,18:37:00,1119,22,8627,,0,0,0
322183:423291:430205,18:38:00,18:38:00,1120,23,8888,,0,0,0
322183:423291:430205,18:40:00,18:40:00,1121,24,9187,,0,0,1
320200:423297:429001,22:40:00,22:40:00,1054,1,0,,0,0,1
320200:423297:430191,22:40:00,22:40:00,1054,1,0,,0,0,1
320200:423297:429001,22:40:00,22:40:00,1055,2,151,,0,0,0
320200:423297:430191,22:40:00,22:40:00,1055,2,151,,0,0,0
320200:423297:429001,22:40:00,22:40:00,1056,3,322,,0,0,0
320200:423297:430191,22:40:00,22:40:00,1056,3,322,,0,0,0
320200:423297:429001,22:40:00,22:40:00,1057,4,455,,0,0,0
320200:423297:430191,22:40:00,22:40:00,1057,4,455,,0,0,0
320200:423297:429001,22:41:00,22:41:00,1058,5,663,,0,0,0
320200:423297:430191,22:41:00,22:41:00,1058,5,663,,0,0,0
320200:423297:429001,22:41:00,22:41:00,1059,6,859,,0,0,0
320200:423297:430191,22:41:00,22:41:00,1059,6,859,,0,0,0
320200:423297:429001,22:42:00,22:42:00,1060,7,1092,,0,0,0
320200:423297:430191,22:42:00,22:42:00,1060,7,1092,,0,0,0
320200:423297:429001,22:42:00,22:42:00,1061,8,1276,,0,0,0
320200:423297:430191,22:42:00,22:42:00,1061,8,1276,,0,0,0
320200:423297:429001,22:42:00,22:42:00,1062,9,1497,,0,0,0
320200:423297:430191,22:42:00,22:42:00,1062,9,1497,,0,0,0
320200:423297:429001,22:43:00,22:43:00,1063,10,1787,,0,0,0
320200:423297:430191,22:43:00,22:43:00,1063,10,1787,,0,0,0
320200:423297:429001,22:43:00,22:43:00,1065,11,2030,,0,0,0
320200:423297:430191,22:43:00,22:43:00,1065,11,2030,,0,0,0
320200:423297:429001,22:45:00,22:45:00,1066,12,2194,,0,0,1
320200:423297:430191,22:45:00,22:45:00,1066,12,2194,,0,0,1
320200:423297:429001,22:45:00,22:45:00,1067,13,2324,,0,0,0
320200:423297:430191,22:45:00,22:45:00,1067,13,2324,,0,0,0
320200:423297:429001,22:45:00,22:45:00,1068,14,2540,,0,0,0
320200:423297:430191,22:45:00,22:45:00,1068,14,2540,,0,0,0
320200:423297:429001,22:45:00,22:45:00,1069,15,2700,,0,0,0
320200:423297:430191,22:45:00,22:45:00,1069,15,2700,,0,0,0
320200:423297:429001,22:46:00,22:46:00,1070,16,2967,,0,0,0
320200:423297:430191,22:46:00,22:46:00,1070,16,2967,,0,0,0
320200:423297:429001,22:46:00,22:46:00,1071,17,3285,,0,0,0
320200:423297:430191,22:46:00,22:46:00,1071,17,3285,,0,0,0
320200:423297:429001,22:47:00,22:47:00,1073,18,3533,,0,0,0
320200:423297:430191,22:47:00,22:47:00,1073,18,3533,,0,0,0
320200:423297:429001,22:47:00,22:47:00,1074,19,3751,,0,0,0
320200:423297:430191,22:47:00,22:47:00,1074,19,3751,,0,0,0
320200:423297:429001,22:48:00,22:48:00,1075,20,4010,,0,0,0
320200:423297:430191,22:48:00,22:48:00,1075,20,4010,,0,0,0
320200:423297:429001,22:48:00,22:48:00,1076,21,4139,,0,0,0
320200:423297:430191,22:48:00,22:48:00,1076,21,4139,,0,0,0
320200:423297:429001,22:48:00,22:48:00,1077,22,4253,,0,0,0
320200:423297:430191,22:48:00,22:48:00,1077,22,4253,,0,0,0
320200:423297:429001,22:49:00,22:49:00,1079,23,4573,,0,0,0
320200:423297:430191,22:49:00,22:49:00,1079,23,4573,,0,0,0
320200:423297:429001,22:49:00,22:49:00,1080,24,4869,,0,0,0
320200:423297:430191,22:49:00,22:49:00,1080,24,4869,,0,0,0
320200:423297:429001,22:50:00,22:50:00,1081,25,5064,,0,0,0
320200:423297:430191,22:50:00,22:50:00,1081,25,5064,,0,0,0
320200:423297:429001,22:50:00,22:50:00,1083,26,5418,,0,0,0
320200:423297:430191,22:50:00,22:50:00,1083,26,5418,,0,0,0
320200:423297:429001,22:51:00,22:51:00,1084,27,5595,,0,0,0
320200:423297:430191,22:51:00,22:51:00,1084,27,5595,,0,0,0
320200:423297:429001,22:51:00,22:51:00,1085,28,5789,,0,0,0
320200:423297:430191,22:51:00,22:51:00,1085,28,5789,,0,0,0
320200:423297:429001,22:51:00,22:51:00,1086,29,5950,,0,0,0
320200:423297:430191,22:51:00,22:51:00,1086,29,5950,,0,0,0
320200:423297:429001,22:52:00,22:52:00,1087,30,6165,,0,0,0
320200:423297:430191,22:52:00,22:52:00,1087,30,6165,,0,0,0
320200:423297:429001,22:52:00,22:52:00,1843,31,6465,,0,0,0
320200:423297:430191,22:52:00,22:52:00,1843,31,6465,,0,0,0
320200:423297:429001,22:53:00,22:53:00,1577,32,6796,,0,0,0
320200:423297:430191,22:53:00,22:53:00,1577,32,6796,,0,0,0
320200:423297:429001,22:55:00,22:55:00,1019,33,6981,,0,0,1
320200:423297:430191,22:55:00,22:55:00,1019,33,6981,,0,0,1
319423:423300:428755,21:31:00,21:31:00,1336,1,0,,0,0,1
319423:423300:428755,21:31:00,21:31:00,1338,2,370,,0,0,0
319423:423300:428755,21:32:00,21:32:00,1339,3,642,,0,0,0
319423:423300:428755,21:32:00,21:32:00,1341,4,934,,0,0,0
319423:423300:428755,21:33:00,21:33:00,1343,5,1326,,0,0,0
319423:423300:428755,21:35:00,21:35:00,1347,6,1727,,0,0,1
319423:423300:428755,21:35:00,21:35:00,1348,7,1961,,0,0,0
319423:423300:428755,21:36:00,21:36:00,1349,8,2191,,0,0,0
319423:423300:428755,21:36:00,21:36:00,1350,9,2376,,0,0,0
319423:423300:428755,21:37:00,21:37:00,1351,10,2628,,0,0,0
319423:423300:428755,21:38:00,21:38:00,1352,11,2870,,0,0,1
319423:423300:428755,21:38:00,21:38:00,1353,12,3219,,0,0,0
319423:423300:428755,21:39:00,21:39:00,1354,13,3433,,0,0,0
319423:423300:428755,21:39:00,21:39:00,1818,14,3614,,0,0,0
319423:423300:428755,21:41:00,21:41:00,1121,15,3945,,0,0,1
319151:423303:429020,21:10:00,21:10:00,1005,1,0,,0,0,1
319151:423303:429020,21:11:00,21:11:00,1757,2,912,,0,0,0
319151:423303:429020,21:12:00,21:12:00,1758,3,1126,,0,0,0
319151:423303:429020,21:13:00,21:13:00,1760,4,1622,,0,0,0
319151:423303:429020,21:13:00,21:13:00,1761,5,1778,,0,0,0
319151:423303:429020,21:14:00,21:14:00,1762,6,2316,,0,0,0
319151:423303:429020,21:15:00,21:15:00,1763,7,2562,,0,0,0
319151:423303:429020,21:17:00,21:17:00,1764,8,2789,,0,0,1
319151:423303:429020,21:17:00,21:17:00,1765,9,2963,,0,0,0
319151:423303:429020,21:18:00,21:18:00,1303,10,3765,,0,0,0
319151:423303:429020,21:20:00,21:20:00,1212,11,4544,,0,0,0
319151:423303:429020,21:20:00,21:20:00,1213,12,4747,,0,0,0
319151:423303:429020,21:20:00,21:20:00,1214,13,4956,,0,0,0
319151:423303:429020,21:22:00,21:22:00,1216,14,5231,,0,0,1
319151:423303:429020,21:22:00,21:22:00,1868,15,5439,,0,0,0
319151:423303:429020,21:24:00,21:24:00,1770,16,6780,,0,0,0
319151:423303:429020,21:24:00,21:24:00,1771,17,7009,,0,0,0
319151:423303:429020,21:25:00,21:25:00,1772,18,7167,,0,0,0
319151:423303:429020,21:25:00,21:25:00,1773,19,7515,,0,0,0
319151:423303:429020,21:25:00,21:25:00,1774,20,7769,,0,0,0
319151:423303:429020,21:26:00,21:26:00,1220,21,8154,,0,0,0
319151:423303:429020,21:29:00,21:29:00,1222,22,9034,,0,0,1
320049:423309:426683,07:45:00,07:45:00,1019,1,0,,0,0,1
320049:423309:426683,07:45:00,07:45:00,1836,2,154,,0,0,0
320049:423309:426683,07:46:00,07:46:00,1834,3,485,,0,0,0
320049:423309:426683,07:47:00,07:47:00,1539,4,939,,0,0,0
320049:423309:426683,07:48:00,07:48:00,1832,5,1117,,0,0,0
320049:423309:426683,07:48:00,07:48:00,1838,6,1252,,0,0,0
320049:423309:426683,07:48:00,07:48:00,1839,7,1415,,0,0,0
320049:423309:426683,07:51:00,07:51:00,1840,8,1849,,0,0,1
320049:423309:426683,07:51:00,07:51:00,1841,9,2251,,0,0,0
320049:423309:426683,07:52:00,07:52:00,1565,10,2524,,0,0,0
320049:423309:426683,07:53:00,07:53:00,1566,11,2928,,0,0,0
320049:423309:426683,07:55:00,07:55:00,1287,12,3758,,0,0,0
320049:423309:426683,07:57:00,07:57:00,1231,13,4193,,0,0,1
322473:423310:430168,11:38:00,11:38:00,1019,1,0,,0,0,1
322473:423310:430168,11:39:00,11:39:00,1021,2,575,,0,0,0
322473:423310:430168,11:39:00,11:39:00,1022,3,771,,0,0,0
322473:423310:430168,11:40:00,11:40:00,1023,4,1053,,0,0,0
322473:423310:430168,11:40:00,11:40:00,1250,5,1310,,0,0,0
322473:423310:430168,11:41:00,11:41:00,1252,6,1645,,0,0,0
322473:423310:430168,11:42:00,11:42:00,1253,7,1955,,0,0,0
322473:423310:430168,11:44:00,11:44:00,1255,8,2262,,0,0,1
322473:423310:430168,11:44:00,11:44:00,1256,9,2501,,0,0,0
322473:423310:430168,11:45:00,11:45:00,1258,10,2789,,0,0,0
322473:423310:430168,11:45:00,11:45:00,1279,11,2947,,0,0,0
322473:423310:430168,11:45:00,11:45:00,1281,12,3203,,0,0,0
322473:423310:430168,11:46:00,11:46:00,1641,13,3620,,0,0,0
322473:423310:430168,11:47:00,11:47:00,1642,14,3809,,0,0,0
322473:423310:430168,11:47:00,11:47:00,1643,15,4145,,0,0,0
322473:423310:430168,11:48:00,11:48:00,1644,16,4417,,0,0,0
322473:423310:430168,11:49:00,11:49:00,1646,17,4792,,0,0,0
322473:423310:430168,11:51:00,11:51:00,1647,18,5079,,0,0,1
322473:423310:430168,11:51:00,11:51:00,1648,19,5291,,0,0,0
322473:423310:430168,11:52:00,11:52:00,1650,20,5696,,0,0,0
322473:423310:430168,11:52:00,11:52:00,1651,21,5924,,0,0,0
322473:423310:430168,11:53:00,11:53:00,1653,22,6229,,0,0,0
322473:423310:430168,11:53:00,11:53:00,1654,23,6553,,0,0,0
322473:423310:430168,11:54:00,11:54:00,1285,24,7086,,0,0,0
322473:423310:430168,11:55:00,11:55:00,1286,25,7401,,0,0,0
322473:423310:430168,11:58:00,11:58:00,1231,26,8132,,0,0,1
318834:423313:428701,18:45:00,18:45:00,1121,1,0,,0,0,1
318834:423313:430189,18:45:00,18:45:00,1121,1,0,,0,0,1
318834:423313:428701,18:45:00,18:45:00,1189,2,385,,0,0,0
318834:423313:430189,18:45:00,18:45:00,1189,2,385,,0,0,0
318834:423313:428701,18:46:00,18:46:00,1190,3,576,,0,0,0
318834:423313:430189,18:46:00,18:46:00,1190,3,576,,0,0,0
318834:423313:428701,18:46:00,18:46:00,1439,4,818,,0,0,0
