route_id,service_id,trip_id,trip_headsign,shape_id,block_id
9,1003,319516:427947:428740,JUNOT to University,3585,428740
3M,995,321094:427948:428748,MEMORIAL to Waterfront,3596,428748
9,995,320999:427949:428675,JUNOT to Waterfront,3599,428675
9,1003,319544:427950:428747,JUNOT to Waterfront,3599,428747
11,995,320771:427951:428718,JOHN to Windsor St.,3601,428718
11,995,320787:427952:428718,JOHN to Waterfront,3606,428718
3C,1003,319636:427953:428676,COUNTY PARK to Castlegreen Dr,3605,428676
1,995,320865:427954:428695,MAINLINE to City Hall,3609,428695
3C,1003,319642:427955:428723,COUNTY PARK to Castlegreen Dr,3605,428723
5,995,320750:427956:428733,EDWARD to Waterfront,3555,428733
5,1003,319854:427957:428727,EDWARD to Waterfront,3555,428727
9,995,321009:427958:428685,JUNOT to Waterfront,3599,428685
13,996,322509:427959:428688,JOHN-JUMBO to County Fair,3572,428688
3J,995,320669:427960:428699,JUMBO GARDENS to Airport,3592,428699
1,1003,319550:427961:428707,MAINLINE to City Hall,3609,428707
3M,996,322293:427962:428717,MEMORIAL to Northwood,3583,428717
17,1004,318998:427963:428696,CURRENT RIVER to Waterfront,3603,428696
5,1003,319848:427964:428727,EDWARD to Waterfront,3555,428727
7,995,320978:427965:428718,HUDSON to Shuniah St.,3577,428718
13,996,322495:427966:428732,JOHN-JUMBO to Waterfront,3588,428732
17,996,322008:427967:428754,CURRENT RIVER to Cowan,3593,428754
3M,995,321106:427968:428677,MEMORIAL to Airport,3589,428677
17,995,321172:427969:428695,CURRENT RIVER to Cowan,3593,428695
18,1003,320194:427970:428726,WESTFORT to City Hall,3546,428726
11,1003,319875:427971:428693,JOHN to Waterfront,3606,428693
5,995,320747:427972:428733,EDWARD to Waterfront,3555,428733
9,1004,318961:427973:428686,JUNOT to University,3585,428686
18,1003,320180:427974:428726,WESTFORT to City Hall,3546,428726
17,1003,320120:427975:428729,CURRENT RIVER to Waterfront,3603,428729
3M,1004,318714:427976:428712,MEMORIAL to City Hall,3581,428712
9,996,322031:427977:428700,JUNOT to Waterfront,3599,428700
11,1003,319890:427978:428693,JOHN to Windsor St.,3601,428693
7,1003,319428:427979:428693,HUDSON to Shuniah St.,3577,428693
7,995,320983:427980:428753,HUDSON to Shuniah St.,3577,428753
11,1003,319898:427981:428693,JOHN to Waterfront,3606,428693
3M,1006,319332:427982:428751,MEMORIAL to Airport,3573,428751
3M,1007,319332:427982:428759,MEMORIAL to Airport,3573,428759
3C,996,322400:427983:428717,COUNTY PARK to Castlegreen Dr,3605,428717
15,1003,319133:427984:428669,BEVERLY to University,3608,428669
3M,996,322316:427985:428744,MEMORIAL to City Hall,3581,428744
17,995,321199:427986:428685,CURRENT RIVER to Waterfront,3603,428685
1,1004,318761:427987:428670,MAINLINE to City Hall,3609,428670
1,1003,319605:427988:428694,MAINLINE to Waterfront,3575,428694
15,1003,319140:427989:428729,BEVERLY to University,3608,428729
11,995,320791:427990:428718,JOHN to Waterfront,3606,428718
1,996,322233:427991:428679,MAINLINE to City Hall,3609,428679
8,995,320399:427992:428714,JAMES to College,3538,428714
17,995,321175:427993:428685,CURRENT RIVER to Cowan,3593,428685
3M,995,321116:427994:428748,MEMORIAL to Northwood,3598,428748
8,996,322085:427995:428742,JAMES to College,3538,428742
3C,1004,318638:427996:428746,COUNTY PARK to Castlegreen Dr,3605,428746
5,996,322354:427997:428710,EDWARD to Waterfront,3555,428710
18,996,321968:427998:428754,WESTFORT to Mary,3509,428754
5,996,322364:427999:428710,EDWARD to Waterfront,3555,428710
3M,1003,319364:428000:428738,MEMORIAL to Northwood,3583,428738
9,995,321006:428001:428711,JUNOT to Waterfront,3599,428711
9,1004,318943:428002:428672,JUNOT to Waterfront,3599,428672
17,1004,319011:428003:428709,CURRENT RIVER to Waterfront,3603,428709
17,996,322030:428004:428728,CURRENT RIVER to Waterfront,3603,428728
3M,1004,318715:428005:428746,MEMORIAL to Northwood,3583,428746
13,995,320463:428006:428753,JOHN-JUMBO to County Fair,3572,428753
3M,1003,319363:428007:428738,MEMORIAL to Airport,3573,428738
17,1004,318980:428008:428709,CURRENT RIVER to Cowan,3593,428709
3J,1006,319762:428009:428751,JUMBO GARDENS to Sherwood Dr.,3571,428751
3J,1007,319762:428009:428759,JUMBO GARDENS to Sherwood Dr.,3571,428759
8,995,320442:428010:428682,JAMES to City Hall via College,3569,428682
8,1003,319234:428011:428724,JAMES to Intercity via College,3587,428724
18,996,321959:428012:428754,WESTFORT to Mary,3509,428754
3M,995,321160:428013:428741,MEMORIAL to County Park,3595,428741
7,1004,318883:428014:428687,HUDSON to Shuniah St.,3577,428687
13,995,320467:428015:428753,JOHN-JUMBO to County Fair,3572,428753
10,995,320579:428016:428689,NORTHWOOD to College,3549,428689
3M,996,322309:428017:428744,MEMORIAL to Waterfront,3596,428744
1,996,322223:428018:428754,MAINLINE to Waterfront,3607,428754
3M,996,322312:428019:428744,MEMORIAL to Waterfront,3596,428744
3M,996,322320:428020:428744,MEMORIAL to City Hall,3581,428744
5,996,322358:428021:428710,EDWARD to Waterfront,3555,428710
8,995,320438:428022:428697,JAMES to City Hall via College,3569,428697
11,1003,319896:428023:428693,JOHN to Waterfront,3606,428693
9,1004,318949:428024:428672,JUNOT to Waterfront,3599,428672
1,1004,318800:428025:428670,MAINLINE to Waterfront,3575,428670
1,996,322224:428026:428728,MAINLINE to Waterfront,3607,428728
3M,995,321113:428027:428692,MEMORIAL to Airport,3573,428692
3C,995,320821:428028:428689,COUNTY PARK to Northwood,3576,428689
8,1004,318904:428029:428745,JAMES to Intercity via College,3587,428745
17,995,321227:428030:428715,CURRENT RIVER to Waterfront,3603,428715
9,996,322060:428031:428671,JUNOT to University,3585,428671
3J,1003,319755:428032:428698,JUMBO GARDENS to Airport,3592,428698
1,1004,318806:428033:428670,MAINLINE to Waterfront,3575,428670
18,1004,319025:428034:428709,WESTFORT to Mary,3509,428709
3J,1003,319746:428035:428730,JUMBO GARDENS to Airport,3592,428730
15,995,320268:428036:428690,BEVERLY to Intercity,3586,428690
17,995,321186:428037:428711,CURRENT RIVER to Cowan,3593,428711
17,995,321221:428038:428715,CURRENT RIVER to Cowan,3593,428715
1,1004,318802:428039:428670,MAINLINE to Waterfront,3575,428670
3M,995,321079:428040:428716,MEMORIAL to Jumbo Gardens,3590,428716
3C,1006,319663:428041:428680,COUNTY PARK to Northwood,3576,428680
3C,1007,319663:428041:428758,COUNTY PARK to Northwood,3576,428758
3M,1003,319404:428042:428738,MEMORIAL to County Park,3600,428738
9,1003,319524:428043:428729,JUNOT to University,3585,428729
18,1003,320189:428044:428726,WESTFORT to City Hall,3546,428726
18,996,321962:428045:428754,WESTFORT to Mary,3509,428754
17,1003,320109:428046:428737,CURRENT RIVER to Cowan,3593,428737
11,995,320775:428047:428718,JOHN to Windsor St.,3601,428718
17,1003,320144:428048:428747,CURRENT RIVER to Waterfront,3603,428747
8,995,320419:428049:428719,JAMES to Intercity via College,3587,428719
13,996,322525:428050:428688,JOHN-JUMBO to County Fair,3572,428688
1,995,320886:428051:428750,MAINLINE to City Hall,3584,428750
3J,1003,319768:428052:428738,JUMBO GARDENS to Sherwood Dr.,3571,428738
13,996,322507:428053:428688,JOHN-JUMBO to County Fair,3572,428688
9,1004,318967:428054:428672,JUNOT to University,3585,428672
3C,1004,318599:428055:428736,COUNTY PARK to Northwood,3576,428736
13,996,322517:428056:428688,JOHN-JUMBO to County Fair,3572,428688
2,1003,319159:428057:428720,CROSSTOWN to Westfort,3597,428720
3M,995,321122:428058:428731,MEMORIAL to Northwood,3598,428731
3M,995,321065:428059:428699,MEMORIAL to Jumbo Gardens,3590,428699
3M,1004,318749:428060:428736,MEMORIAL to Waterfront,3596,428736
18,1003,320190:428061:428726,WESTFORT to City Hall,3546,428726
1,996,322253:428062:428752,MAINLINE to City Hall,3584,428752
2,1003,319210:428063:428727,CROSSTOWN to Westfort,3597,428727
8,995,320445:428064:428719,JAMES to City Hall via College,3569,428719
11,1003,319867:428065:428693,JOHN to Windsor St.,3601,428693
7,995,320964:428066:428718,HUDSON to Shuniah St.,3577,428718
11,1003,319906:428067:428693,JOHN to Waterfront,3606,428693
3J,1003,319751:428068:428730,JUMBO GARDENS to Airport,3592,428730
3M,996,322280:428069:428735,MEMORIAL to County Park,3600,428735
3M,1004,318741:428070:428712,MEMORIAL to City Hall,3581,428712
5,996,322362:428071:428710,EDWARD to Waterfront,3555,428710
3M,996,322264:428072:428717,MEMORIAL to County Park,3600,428717
8,995,320420:428073:428719,JAMES to College,3538,428719
3M,995,321155:428074:428708,MEMORIAL to Northwood,3583,428708
3M,1003,319293:428075:428674,MEMORIAL to County Park,3595,428674
10,995,320571:428076:428681,NORTHWOOD to College,3549,428681
5,1004,318672:428077:428703,EDWARD to Waterfront,3555,428703
3M,1006,319296:428078:428751,MEMORIAL to Jumbo Gardens,3590,428751
3M,1007,319296:428078:428759,MEMORIAL to Jumbo Gardens,3590,428759
1,1003,319580:428079:428694,MAINLINE to Waterfront,3575,428694
8,1003,319242:428080:428704,JAMES to Intercity via College,3587,428704
13,995,320469:428081:428753,JOHN-JUMBO to County Fair,3572,428753
3M,995,321053:428082:428689,MEMORIAL to County Park,3600,428689
9,995,321032:428083:428690,JUNOT to University,3585,428690
3J,1003,319761:428084:428730,JUMBO GARDENS to Sherwood Dr.,3571,428730
3M,995,321158:428085:428731,MEMORIAL to Waterfront,3596,428731
7,995,320979:428086:428753,HUDSON to Shuniah St.,3577,428753
17,995,321179:428087:428675,CURRENT RIVER to Cowan,3593,428675
3C,1004,318634:428088:428746,COUNTY PARK to Castlegreen Dr,3605,428746
8,1004,318932:428089:428745,JAMES to College,3538,428745
10,1003,319738:428090:428674,NORTHWOOD to College,3549,428674
18,1003,320183:428091:428726,WESTFORT to City Hall,3546,428726
10,995,320578:428092:428681,NORTHWOOD to College,3549,428681
9,996,322051:428093:428671,JUNOT to University,3585,428671
8,1003,319243:428094:428724,JAMES to Intercity via College,3587,428724
5,1003,319831:428095:428720,EDWARD to Waterfront,3555,428720
9,996,322063:428096:428671,JUNOT to University,3585,428671
1,1004,318782:428097:428696,MAINLINE to Waterfront,3575,428696
3M,996,322283:428098:428749,MEMORIAL to Northwood,3583,428749
2,1003,319218:428099:428725,CROSSTOWN to College,3602,428725
9,995,321003:428100:428685,JUNOT to Waterfront,3599,428685
9,1003,319486:428101:428737,JUNOT to University,3585,428737
2,1003,319161:428102:428720,CROSSTOWN to Westfort,3597,428720
1,1003,319583:428103:428707,MAINLINE to Waterfront,3575,428707
3M,996,322259:428104:428749,MEMORIAL to County Park,3600,428749
1,1003,319576:428105:428726,MAINLINE to City Hall,3584,428726
1,995,320887:428106:428673,MAINLINE to City Hall,3584,428673
3C,996,322370:428107:428749,COUNTY PARK to Northwood,3576,428749
13,996,322523:428108:428688,JOHN-JUMBO to County Fair,3572,428688
3M,1003,319391:428109:428723,MEMORIAL to Northwood,3583,428723
17,1004,318985:428110:428696,CURRENT RIVER to Cowan,3593,428696
1,1004,318776:428111:428696,MAINLINE to Waterfront,3575,428696
13,1004,318492:428112:428687,JOHN-JUMBO to Waterfront,3588,428687
3C,1003,319630:428113:428676,COUNTY PARK to Northwood,3576,428676
8,995,320446:428114:428682,JAMES to Intercity via College,3587,428682
1,1003,319569:428115:428694,MAINLINE to City Hall,3609,428694
3M,1003,319400:428116:428723,MEMORIAL to Northwood,3598,428723
8,995,320404:428117:428719,JAMES to Intercity via College,3587,428719
18,1004,319016:428118:428709,WESTFORT to Mary,3509,428709
5,995,320746:428119:428734,EDWARD to Waterfront,3555,428734
3M,996,322260:428120:428735,MEMORIAL to County Park,3600,428735
17,1003,320141:428121:428707,CURRENT RIVER to Cowan,3593,428707
1,995,320872:428122:428673,MAINLINE to City Hall,3609,428673
3M,996,322301:428123:428749,MEMORIAL to Northwood,3583,428749
11,995,320796:428124:428753,JOHN to Windsor St.,3601,428753
8,1003,319236:428125:428704,JAMES to Intercity via College,3587,428704
3J,995,320679:428126:428699,JUMBO GARDENS to Airport,3592,428699
18,1003,320191:428127:428726,WESTFORT to City Hall,3546,428726
9,995,321010:428128:428690,JUNOT to Waterfront,3599,428690
3C,1003,319623:428129:428705,COUNTY PARK to Northwood,3576,428705
9,1003,319517:428130:428669,JUNOT to University,3585,428669
7,1004,318890:428131:428713,HUDSON to Shuniah St.,3577,428713
3C,1004,318633:428132:428736,COUNTY PARK to Castlegreen Dr,3605,428736
13,1004,318489:428133:428713,JOHN-JUMBO to Waterfront,3588,428713
3M,996,322276:428134:428717,MEMORIAL to County Park,3600,428717
17,1003,320136:428135:428669,CURRENT RIVER to Waterfront,3603,428669
8,1003,319263:428136:428691,JAMES to College,3538,428691
1,1004,318796:428137:428696,MAINLINE to City Hall,3609,428696
1,995,320861:428138:428750,MAINLINE to City Hall,3609,428750
9,995,321038:428139:428715,JUNOT to University,3585,428715
13,1003,320083:428140:428755,JOHN-JUMBO to County Fair,3572,428755
1,1004,318807:428141:428670,MAINLINE to Waterfront,3575,428670
18,1003,320192:428142:428726,WESTFORT to City Hall,3546,428726
3M,1004,318733:428143:428712,MEMORIAL to Waterfront,3596,428712
18,1004,319020:428144:428739,WESTFORT to Mary,3509,428739
7,1004,318894:428145:428713,HUDSON to Shuniah St.,3577,428713
9,1004,318952:428146:428686,JUNOT to Waterfront,3599,428686
3M,996,322310:428147:428744,MEMORIAL to Waterfront,3596,428744
1,1004,318819:428148:428739,MAINLINE to City Hall,3584,428739
3M,1003,319327:428149:428723,MEMORIAL to Northwood,3598,428723
7,996,322132:428150:428732,HUDSON to Shuniah St.,3577,428732
1,1004,318770:428151:428739,MAINLINE to City Hall,3584,428739
3M,1004,318739:428152:428712,MEMORIAL to City Hall,3581,428712
1,996,322196:428153:428752,MAINLINE to City Hall,3609,428752
3C,1003,319628:428154:428705,COUNTY PARK to Northwood,3576,428705
1,1003,319608:428155:428707,MAINLINE to Waterfront,3575,428707
3M,1003,319379:428156:428723,MEMORIAL to County Park,3595,428723
3M,1004,318748:428157:428712,MEMORIAL to Waterfront,3596,428712
8,995,320416:428158:428719,JAMES to Intercity via College,3587,428719
3C,1003,319658:428159:428705,COUNTY PARK to Castlegreen Dr,3605,428705
13,996,322519:428160:428688,JOHN-JUMBO to County Fair,3572,428688
3M,1003,319390:428161:428722,MEMORIAL to Airport,3589,428722
3C,996,322371:428162:428735,COUNTY PARK to Northwood,3576,428735
7,995,320975:428163:428753,HUDSON to Shuniah St.,3577,428753
13,995,320466:428164:428718,JOHN-JUMBO to County Fair,3572,428718
3J,995,320673:428165:428677,JUMBO GARDENS to Airport,3592,428677
9,1003,319532:428166:428737,JUNOT to Waterfront,3599,428737
1,1004,318794:428167:428739,MAINLINE to City Hall,3609,428739
3C,995,320813:428168:428741,COUNTY PARK to Northwood,3576,428741
3M,995,321076:428169:428681,MEMORIAL to County Park,3595,428681
3J,995,320672:428170:428692,JUMBO GARDENS to Airport,3592,428692
1,1004,318813:428171:428739,MAINLINE to City Hall,3609,428739
7,1003,319475:428172:428755,HUDSON to Shuniah St.,3577,428755
15,1003,319137:428173:428740,BEVERLY to University,3608,428740
3M,1003,319349:428174:428674,MEMORIAL to Northwood,3598,428674
7,1004,318881:428175:428687,HUDSON to Shuniah St.,3577,428687
17,995,321204:428176:428690,CURRENT RIVER to Waterfront,3603,428690
9,995,320986:428177:428690,JUNOT to Waterfront,3599,428690
3C,995,320808:428178:428741,COUNTY PARK to Northwood,3576,428741
1,1003,319613:428179:428694,MAINLINE to City Hall,3609,428694
3C,1003,319673:428180:428723,COUNTY PARK to Castlegreen Dr,3605,428723
13,996,322490:428181:428688,JOHN-JUMBO to Waterfront,3588,428688
3M,995,321051:428182:428681,MEMORIAL to County Park,3600,428681
5,1003,319804:428183:428720,EDWARD to Waterfront,3555,428720
3M,1006,319297:428184:428680,MEMORIAL to County Park,3595,428680
3M,1007,319297:428184:428758,MEMORIAL to County Park,3595,428758
7,995,320967:428185:428753,HUDSON to Shuniah St.,3577,428753
1,995,320862:428186:428695,MAINLINE to City Hall,3609,428695
11,1003,319886:428187:428755,JOHN to Waterfront,3606,428755
10,996,322470:428188:428735,NORTHWOOD to College,3549,428735
11,1003,319871:428189:428693,JOHN to Windsor St.,3601,428693
1,1003,319570:428190:428707,MAINLINE to City Hall,3609,428707
17,996,321991:428191:428679,CURRENT RIVER to Cowan,3593,428679
8,996,322103:428192:428683,JAMES to College,3538,428683
17,1003,320125:428193:428729,CURRENT RIVER to Waterfront,3603,428729
3M,996,322300:428194:428744,MEMORIAL to City Hall,3581,428744
3M,1003,319330:428195:428730,MEMORIAL to Airport,3573,428730
3M,1004,318713:428196:428736,MEMORIAL to Northwood,3583,428736
1,995,320899:428197:428750,MAINLINE to Waterfront,3575,428750
13,1004,318486:428198:428687,JOHN-JUMBO to Waterfront,3588,428687
3M,996,322288:428199:428717,MEMORIAL to Northwood,3583,428717
5,1003,319806:428200:428720,EDWARD to Waterfront,3555,428720
1,996,322229:428201:428728,MAINLINE to City Hall,3609,428728
1,1004,318805:428202:428670,MAINLINE to Waterfront,3575,428670
3M,1003,319394:428203:428705,MEMORIAL to Northwood,3598,428705
17,1004,318987:428204:428739,CURRENT RIVER to Cowan,3593,428739
1,996,322215:428205:428754,MAINLINE to Waterfront,3575,428754
9,995,320990:428206:428690,JUNOT to Waterfront,3599,428690
3C,1003,319637:428207:428723,COUNTY PARK to Castlegreen Dr,3605,428723
3M,996,322281:428208:428717,MEMORIAL to County Park,3600,428717
3M,1004,318709:428209:428736,MEMORIAL to Northwood,3583,428736
1,1003,319579:428210:428707,MAINLINE to Waterfront,3575,428707
17,995,321184:428211:428715,CURRENT RIVER to Cowan,3593,428715
3M,995,321167:428212:428689,MEMORIAL to Northwood,3598,428689
7,1003,319431:428213:428693,HUDSON to Shuniah St.,3577,428693
7,1004,318880:428214:428713,HUDSON to Shuniah St.,3577,428713
3M,995,321107:428215:428699,MEMORIAL to Airport,3573,428699
7,1003,319434:428216:428755,HUDSON to Shuniah St.,3577,428755
15,995,320292:428217:428711,BEVERLY to Intercity,3586,428711
10,1003,319705:428218:428705,NORTHWOOD to College,3549,428705
9,1004,318974:428219:428672,JUNOT to Waterfront,3599,428672
1,1004,318790:428220:428670,MAINLINE to City Hall,3609,428670
3J,995,320689:428221:428677,JUMBO GARDENS to Sherwood Dr.,3571,428677
13,1004,318482:428222:428687,JOHN-JUMBO to Waterfront,3588,428687
8,995,320421:428223:428692,JAMES to College,3538,428692
1,1004,318766:428224:428696,MAINLINE to City Hall,3584,428696
8,996,322096:428225:428742,JAMES to City Hall via College,3569,428742
17,996,322017:428226:428728,CURRENT RIVER to Waterfront,3603,428728
9,1003,319485:428227:428747,JUNOT to University,3585,428747
2,1003,319197:428228:428727,CROSSTOWN to Westfort,3597,428727
3C,1004,318601:428229:428678,COUNTY PARK to Northwood,3576,428678
1,1003,319552:428230:428707,MAINLINE to City Hall,3609,428707
5,1004,318663:428231:428701,EDWARD to Waterfront,3555,428701
1,1004,318792:428232:428709,MAINLINE to City Hall,3609,428709
3C,995,320850:428233:428689,COUNTY PARK to Castlegreen Dr,3605,428689
17,995,321220:428234:428690,CURRENT RIVER to Cowan,3593,428690
17,996,322015:428235:428754,CURRENT RIVER to Waterfront,3603,428754
3J,1003,319745:428236:428698,JUMBO GARDENS to Airport,3592,428698
17,1004,319006:428237:428739,CURRENT RIVER to Waterfront,3603,428739
17,1003,320137:428238:428729,CURRENT RIVER to Cowan,3593,428729
9,996,322066:428239:428700,JUNOT to Waterfront,3599,428700
8,996,322090:428240:428683,JAMES to Intercity via College,3587,428683
3M,996,322274:428241:428735,MEMORIAL to County Park,3600,428735
18,1003,320182:428242:428726,WESTFORT to City Hall,3546,428726
3C,995,320825:428243:428731,COUNTY PARK to Northwood,3576,428731
9,995,320988:428244:428685,JUNOT to Waterfront,3599,428685
17,995,321190:428245:428750,CURRENT RIVER to Cowan,3593,428750
3C,995,320815:428246:428681,COUNTY PARK to Northwood,3576,428681
13,996,322520:428247:428732,JOHN-JUMBO to County Fair,3572,428732
1,995,320907:428248:428750,MAINLINE to Waterfront,3575,428750
7,995,320972:428249:428718,HUDSON to Shuniah St.,3577,428718
9,1004,318972:428250:428686,JUNOT to University,3585,428686
5,996,322356:428251:428710,EDWARD to Waterfront,3555,428710
17,1003,320123:428252:428737,CURRENT RIVER to Waterfront,3603,428737
1,1004,318788:428253:428696,MAINLINE to Waterfront,3607,428696
17,1004,319001:428254:428696,CURRENT RIVER to Waterfront,3603,428696
15,1004,318456:428255:428672,BEVERLY to Intercity,3586,428672
17,995,321193:428256:428695,CURRENT RIVER to Waterfront,3603,428695
1,1004,318787:428257:428709,MAINLINE to Waterfront,3607,428709
9,1003,319491:428258:428740,JUNOT to Waterfront,3599,428740
9,995,321001:428259:428715,JUNOT to Waterfront,3599,428715
3M,1003,319388:428260:428722,MEMORIAL to Jumbo Gardens,3590,428722
7,1003,319435:428261:428755,HUDSON to Shuniah St.,3577,428755
3M,995,321132:428262:428731,MEMORIAL to Northwood,3598,428731
9,1003,319533:428263:428740,JUNOT to Waterfront,3599,428740
3M,1004,318724:428264:428712,MEMORIAL to City Hall,3581,428712
3M,995,321124:428265:428741,MEMORIAL to Northwood,3598,428741
17,1003,320102:428266:428747,CURRENT RIVER to Cowan,3593,428747
1,1004,318814:428267:428670,MAINLINE to Waterfront,3575,428670
8,1003,319273:428268:428704,JAMES to Intercity via College,3587,428704
18,1003,320178:428269:428726,WESTFORT to City Hall,3546,428726
15,1003,319136:428270:428737,BEVERLY to University,3608,428737
7,995,320976:428271:428718,HUDSON to Shuniah St.,3577,428718
13,1004,318487:428272:428713,JOHN-JUMBO to Waterfront,3588,428713
5,1004,318665:428273:428701,EDWARD to Waterfront,3555,428701
15,1004,318460:428274:428672,BEVERLY to Intercity,3586,428672
1,1004,318760:428275:428670,MAINLINE to City Hall,3609,428670
1,996,322213:428276:428679,MAINLINE to Waterfront,3575,428679
3M,1003,319300:428277:428722,MEMORIAL to Jumbo Gardens,3590,428722
1,995,320882:428278:428673,MAINLINE to City Hall,3609,428673
10,1006,319706:428279:428680,NORTHWOOD to College,3549,428680
10,1007,319706:428279:428758,NORTHWOOD to College,3549,428758
9,995,321033:428280:428715,JUNOT to University,3585,428715
15,1004,318455:428281:428686,BEVERLY to Intercity,3586,428686
9,1004,318939:428282:428672,JUNOT to Waterfront,3599,428672
17,995,321215:428283:428673,CURRENT RIVER to Cowan,3593,428673
3M,995,321133:428284:428692,MEMORIAL to Airport,3573,428692
1,995,320902:428285:428673,MAINLINE to Waterfront,3575,428673
1,996,322252:428286:428752,MAINLINE to City Hall,3609,428752
10,1003,319699:428287:428674,NORTHWOOD to College,3549,428674
17,995,321183:428288:428690,CURRENT RIVER to Cowan,3593,428690
1,1003,319577:428289:428707,MAINLINE to City Hall,3584,428707
18,996,321964:428290:428728,WESTFORT to Mary,3509,428728
7,1003,319447:428291:428693,HUDSON to Shuniah St.,3577,428693
9,1003,319520:428292:428737,JUNOT to University,3585,428737
3C,1003,319639:428293:428705,COUNTY PARK to Castlegreen Dr,3605,428705
3J,995,320684:428294:428677,JUMBO GARDENS to Sherwood Dr.,3571,428677
9,1003,319535:428295:428747,JUNOT to University,3585,428747
17,1003,320089:428296:428737,CURRENT RIVER to Cowan,3593,428737
10,995,320580:428297:428731,NORTHWOOD to College,3549,428731
3M,995,321123:428298:428692,MEMORIAL to Airport,3573,428692
3C,1006,319624:428299:428680,COUNTY PARK to Northwood,3576,428680
3C,1007,319624:428299:428758,COUNTY PARK to Northwood,3576,428758
17,995,321200:428300:428675,CURRENT RIVER to Waterfront,3603,428675
1,996,322188:428301:428754,MAINLINE to City Hall,3609,428754
8,1003,319232:428302:428691,JAMES to Intercity via College,3587,428691
17,995,321224:428303:428675,CURRENT RIVER to Cowan,3593,428675
5,1004,318667:428304:428701,EDWARD to Waterfront,3555,428701
3J,1006,319778:428305:428751,JUMBO GARDENS to Airport,3592,428751
3J,1007,319778:428305:428759,JUMBO GARDENS to Airport,3592,428759
1,1004,318818:428306:428739,MAINLINE to Waterfront,3575,428739
10,1003,319737:428307:428723,NORTHWOOD to College,3549,428723
7,995,320963:428308:428753,HUDSON to Shuniah St.,3577,428753
17,1004,318992:428309:428709,CURRENT RIVER to Cowan,3593,428709
9,995,321004:428310:428675,JUNOT to Waterfront,3599,428675
1,996,322232:428311:428679,MAINLINE to City Hall,3609,428679
3M,1003,319366:428312:428723,MEMORIAL to County Park,3600,428723
9,1003,319526:428313:428740,JUNOT to University,3585,428740
1,995,320866:428314:428750,MAINLINE to City Hall,3584,428750
3M,1003,319406:428315:428705,MEMORIAL to County Park,3600,428705
1,1004,318812:428316:428709,MAINLINE to City Hall,3609,428709
17,996,322002:428317:428754,CURRENT RIVER to Cowan,3593,428754
13,1004,318508:428318:428713,JOHN-JUMBO to County Fair,3572,428713
8,1003,319262:428319:428724,JAMES to Intercity via College,3587,428724
3M,1003,319412:428320:428723,MEMORIAL to City Hall,3581,428723
3C,1003,319625:428321:428676,COUNTY PARK to Northwood,3576,428676
15,1003,319120:428322:428737,BEVERLY to Intercity,3586,428737
8,995,320444:428323:428697,JAMES to City Hall via College,3569,428697
13,1003,320082:428324:428755,JOHN-JUMBO to County Fair,3572,428755
8,1004,318917:428325:428706,JAMES to Intercity via College,3587,428706
1,996,322254:428326:428754,MAINLINE to Waterfront,3607,428754
9,995,321025:428327:428685,JUNOT to University,3585,428685
1,1004,318775:428328:428739,MAINLINE to Waterfront,3575,428739
1,1004,318767:428329:428739,MAINLINE to City Hall,3584,428739
18,1004,319033:428330:428696,WESTFORT to Mary,3509,428696
13,996,322500:428331:428688,JOHN-JUMBO to Waterfront,3588,428688
3M,996,322282:428332:428717,MEMORIAL to Northwood,3583,428717
5,995,320748:428333:428721,EDWARD to Waterfront,3555,428721
18,996,321949:428334:428728,WESTFORT to Mary,3509,428728
3M,995,321130:428335:428689,MEMORIAL to Northwood,3598,428689
11,995,320765:428336:428718,JOHN to Windsor St.,3601,428718
8,996,322071:428337:428702,JAMES to Intercity via College,3587,428702
1,1004,318769:428338:428696,MAINLINE to City Hall,3584,428696
1,1003,319575:428339:428707,MAINLINE to City Hall,3609,428707
18,1003,320181:428340:428726,WESTFORT to City Hall,3546,428726
17,996,322018:428341:428754,CURRENT RIVER to Waterfront,3603,428754
11,995,320784:428342:428753,JOHN to Waterfront,3606,428753
3C,1004,318630:428343:428736,COUNTY PARK to Castlegreen Dr,3605,428736
17,996,322021:428344:428754,CURRENT RIVER to Waterfront,3603,428754
3M,1003,319301:428345:428723,MEMORIAL to County Park,3595,428723
15,996,322527:428346:428671,BEVERLY to Intercity,3586,428671
3M,1004,318701:428347:428678,MEMORIAL to County Park,3600,428678
1,1003,319557:428348:428694,MAINLINE to City Hall,3609,428694
9,996,322056:428349:428700,JUNOT to University,3585,428700
3M,1004,318727:428350:428736,MEMORIAL to Northwood,3583,428736
5,995,320745:428351:428721,EDWARD to Waterfront,3555,428721
3M,1003,319372:428352:428723,MEMORIAL to Northwood,3598,428723
1,995,320874:428353:428673,MAINLINE to City Hall,3609,428673
9,995,321047:428354:428675,JUNOT to Waterfront,3599,428675
9,1003,319543:428355:428747,JUNOT to University,3585,428747
7,996,322142:428356:428732,HUDSON to Shuniah St.,3577,428732
10,995,320581:428357:428741,NORTHWOOD to College,3549,428741
5,996,322355:428358:428743,EDWARD to Waterfront,3555,428743
10,1003,319715:428359:428723,NORTHWOOD to College,3549,428723
10,996,322472:428360:428749,NORTHWOOD to College,3549,428749
3M,1003,319336:428361:428722,MEMORIAL to Airport,3573,428722
9,1003,319511:428362:428740,JUNOT to University,3585,428740
9,995,321015:428363:428690,JUNOT to University,3585,428690
